user_id, similar_user
3145662, 245574
5073288, 2273461
34419, 451685
4756857, 2592705
5777690, 2588819
4967049, 2461513
3187501, 734029
1996565, 417287
134629, 2605741
113490, 734029
85563, 734029
1519291, 4141017
2943722, 3458041
998036, 2273461
1313297, 825453
3488497, 5767329
4210402, 2095800
3139067, 4583136
576860, 3953586
4599163, 2630646
818679, 2564049
3680837, 4152435
3394224, 3620560
781376, 2810836
4771535, 3311388
311985, 1006136
5491361, 1335824
954248, 2273461
3831201, 3846627
2561075, 3362496
5701157, 4675072
4116741, 1436444
3010994, 1777792
3018296, 4674587
2135386, 2273461
3478151, 734029
4665297, 1978151
1171202, 2273461
2032352, 4975049
79102, 734029
1214973, 4669421
1786792, 1620021
5539772, 734029
3147316, 5402192
4249234, 1006136
2604914, 2273461
4186063, 435521
3536720, 4690844
552562, 2810836
3747033, 512966
4605440, 871962
5342120, 5798548
5433328, 1247109
3024370, 55233
400461, 4084387
3503063, 3953586
4639327, 2273461
4760236, 2191142
1070906, 1777792
4339374, 417287
3080688, 5279029
5522989, 1755214
2394884, 5675398
2961343, 1028230
2288687, 417287
5172275, 5009639
1483430, 5279029
4970391, 2949628
2833256, 4675072
3984271, 3238227
4150156, 734029
2910609, 2994305
3084620, 435521
1487452, 4675072
4261983, 4925266
1721086, 1006136
5150913, 3953586
3345049, 5514812
5158491, 2684149
4586726, 2268574
2981328, 3527956
3927266, 3583993
145386, 4677012
3419400, 4201821
4282122, 1085516
3552959, 3362496
5381892, 604096
2973826, 2168748
4217507, 1006136
1222331, 5304120
3749800, 4669421
4800547, 1436444
5601105, 58454
2739255, 3953586
310936, 4141257
216315, 856292
2135142, 427712
2507512, 451685
2326358, 4141017
1264816, 734029
3112520, 3094509
3543746, 2810836
5738923, 4837451
2376707, 2630646
5222166, 1085516
2815913, 175994
5592139, 2949628
2796714, 1638423
2768966, 245574
5577305, 3362496
2387574, 1638423
431656, 2273461
821648, 734029
2095226, 432459
5649604, 2461513
4799756, 2273461
316334, 4975049
1507394, 3959335
3444829, 5478094
2876204, 734029
4899398, 734029
1232229, 2285148
4544151, 417287
5154734, 3654581
4189996, 29421
2763868, 4057495
5503675, 1250074
4744265, 3362496
635320, 2273461
3485427, 1452853
3586095, 5279029
2911355, 4141017
249392, 4733534
1290959, 2095800
1289090, 3953586
4048862, 1817826
1376848, 3311388
4207072, 2810836
5646516, 3527956
5728349, 3362496
3201562, 4141017
640304, 2146783
478956, 5279029
2322078, 323548
364635, 2810836
2902652, 29421
1188373, 29421
2006385, 5685342
2431744, 4733534
3668294, 2684149
4837475, 3362496
3543720, 29421
5322329, 4216458
3954328, 2286940
3460673, 4675072
4939879, 4675072
2428908, 1620021
804965, 734029
4427892, 4675072
1409540, 4044982
352071, 227968
1786045, 4324889
1222782, 3696694
3271190, 175994
5228516, 734029
3843537, 1761125
3145726, 432459
2844384, 29421
5662399, 2518035
4021613, 2949628
464513, 4044982
2535698, 5304120
2851958, 1436444
847731, 1452853
367123, 4669421
5344252, 4975049
2186735, 3696694
2701209, 4675072
4920676, 5666738
4821274, 2273461
4955960, 4057495
2834323, 2273461
2539285, 1436444
1685352, 4675072
3416687, 1060341
1774210, 2300354
3889734, 75515
4199249, 734029
2496698, 3654581
1494150, 4936136
624052, 4221738
1233314, 1452853
381878, 2273461
4981847, 1436444
3306568, 3527956
262045, 245574
3576530, 5279029
3960281, 2819602
5259490, 4885836
326758, 4199162
827599, 4765217
203428, 2095800
2656898, 3898449
3577269, 2564049
1838737, 4583136
4115211, 3953586
3160846, 75515
315790, 832314
3328303, 2273461
1288101, 1156978
1701968, 3959335
4471551, 825453
1328143, 2684149
1662656, 668507
2011612, 29421
5810455, 4249426
3480747, 5279029
1654751, 1777296
2817279, 29421
671565, 4141017
1114033, 4007861
3847030, 832314
5463756, 5478094
3397187, 1817826
589723, 3696694
2219671, 1723416
261858, 3362496
3122154, 5360669
2485241, 5514812
3273128, 1335824
1155521, 4496893
4932489, 1777792
4280969, 1436444
2741774, 2125799
3049208, 5402672
4918904, 734029
4650925, 2095800
5021113, 58454
925485, 734029
4241997, 1028230
1033820, 3356329
939658, 2810836
670635, 4324889
4134744, 5514812
4150261, 4885836
4940248, 4628547
3666442, 5767329
4442244, 3953586
4690449, 3924244
4589923, 4324889
339223, 734029
4270594, 427712
4051278, 4669421
2503333, 3583993
5521373, 5287162
4129889, 4677012
4169535, 2213566
3393707, 1742405
5355213, 4713901
2749514, 4674587
5046174, 417287
2660345, 2168748
5803189, 5279029
5791177, 4733534
2927274, 512966
384578, 3654581
5760233, 3953586
5333238, 779535
1835824, 4674587
5022021, 3959335
3391526, 734029
1102561, 4455369
4569191, 4141017
575110, 2273461
5751702, 3696694
570095, 2273461
3144188, 1620021
5432108, 4153512
438475, 4141017
5806345, 345738
2038126, 3959335
3601601, 1436444
2945225, 734029
5000973, 3523384
912870, 2633205
3762529, 4674587
5238920, 3530783
4970608, 1028230
5475157, 1436444
536659, 2273461
304631, 5478094
4730088, 749282
2154984, 345738
5763722, 3248712
5460298, 1495867
686723, 5710332
550865, 3094509
5408047, 5156672
2439335, 512966
1251405, 4119277
5036952, 2500078
386337, 4669421
3691626, 1755214
4366105, 4669421
2922532, 2273461
5210270, 734029
3048141, 2500078
1352565, 1712145
695939, 2273461
2226875, 3953586
4541099, 512966
502640, 668507
1019045, 3362496
4037787, 417287
3959958, 3959335
2438310, 4811216
3397447, 1638423
2190161, 1335824
4050861, 2810836
1131128, 4733534
1779266, 432459
3260513, 1777792
4676168, 5279029
676054, 1436444
2495559, 427712
803980, 4583136
2317677, 4669421
3926599, 1466341
1242028, 1436444
3451542, 4249426
5022647, 3362496
4272545, 3111434
2904802, 4980523
924824, 3959335
3075487, 4496893
344930, 2461513
3257138, 3041684
3034986, 3014119
4203606, 4583136
2170884, 3953586
3424925, 5258116
3800678, 2500078
89410, 2605741
4079032, 2630646
3244587, 2286940
4924641, 5738219
3045830, 4305807
2670986, 3953586
1608066, 734029
1250108, 2273461
3663096, 734029
3071539, 4677366
4968156, 1712145
5306777, 4044982
3302305, 2949628
652990, 825453
1867077, 2273461
5213173, 2810836
4929618, 4674587
4713699, 4019106
5641057, 2592705
1505036, 1755214
1228112, 3530783
2920880, 245574
4059939, 29421
3003927, 4669421
2926836, 323548
919345, 2273461
2050201, 2300354
2588312, 1721771
3190389, 4733534
3707538, 1721771
5230759, 2569944
1397612, 1638423
1387060, 3959335
5774109, 4669421
1540733, 4141017
5170683, 4141017
4023411, 4975049
741682, 2630646
5003760, 4925266
2530727, 3448747
5526342, 4674587
3265542, 3924244
4904368, 4324889
2784660, 3362496
1401392, 604096
1521692, 417287
668009, 5345993
4603578, 5009528
2672341, 4675072
3602443, 3752289
2418832, 29421
1518270, 734029
3490086, 5543699
4919802, 4733534
4245693, 2945002
1096521, 2273461
3222307, 2994305
2628701, 825453
543584, 2605741
2606314, 4811216
3855304, 3846627
3807806, 3654581
5476239, 4744980
2788410, 5279029
3897796, 2810836
5471288, 3898449
4184822, 2273461
4753537, 2742580
611521, 1656617
745217, 4677012
2531578, 2865034
1171047, 5287162
1931024, 2684149
1289443, 417287
2495528, 1777792
488187, 4583136
2699884, 427712
2720204, 1721771
280922, 5626128
1171908, 3813430
4217881, 5156672
1036002, 734029
4212169, 4057495
1117373, 2273461
977538, 2146783
2401053, 5675398
966295, 5040209
3601525, 4925266
4987131, 75515
3542197, 4324889
1153044, 5543699
288116, 2630646
453093, 5478094
5140941, 3453731
2497507, 29421
1266679, 5559799
5528272, 5258116
2217477, 4472572
2419081, 3012296
1225077, 4733534
1431204, 390956
5462430, 2955513
3254967, 2623537
5322639, 3936589
3558239, 2441510
5286986, 4221738
1473299, 571392
4374048, 345738
4589380, 4141017
203925, 4677012
925300, 1620021
4671715, 825453
1615717, 2273461
913378, 3959335
4299095, 4936614
3130518, 604096
5347890, 5179782
475085, 29421
3399883, 3953586
688028, 3953586
5131201, 4788802
5089864, 1638423
5163497, 4998896
819194, 4669421
2520491, 4675072
923878, 5675398
4876077, 2340237
1902506, 4669421
1383758, 2945002
4538538, 1028230
3318127, 2441510
1684186, 5279029
896321, 75515
3569940, 1721771
1206381, 3362496
128074, 893076
2049087, 3846627
1230102, 532376
1954328, 4669421
5244770, 2273461
3510008, 4674587
1339237, 3953586
1483229, 4677012
660387, 4669421
1436375, 1335824
4053494, 2273461
5754672, 1721771
5729639, 1346399
5079668, 2273461
2489566, 2955513
2799764, 2949628
398955, 5023584
5663620, 3846627
4995288, 5258116
289258, 4674587
1813917, 417287
4397306, 4675072
633713, 1436444
5407619, 2592705
3414054, 4557663
205373, 1999822
5615648, 427712
3016205, 4733534
4567988, 4583136
1889002, 435521
3264971, 2994305
1353262, 734029
2769891, 3959335
4098363, 4669421
2537995, 5478094
2829622, 4962759
231138, 3696694
1503642, 4141017
3009909, 4057495
1102016, 29421
4296312, 29421
5082813, 2518035
4322416, 5710332
4255922, 1758685
3037778, 1817826
4163013, 4811216
3485823, 4811216
1469655, 2286940
5666662, 4583136
5056125, 734029
5415986, 5528493
3174504, 5685342
4307963, 4733534
2240189, 345738
5039841, 29421
2338603, 175994
2314423, 3898449
1514647, 245574
694092, 227968
741244, 1436444
104661, 4669421
1715747, 1451766
5511592, 2810836
4590010, 1141741
4753155, 29421
679330, 1885080
3756357, 2872555
2796754, 734029
4402675, 4669421
1156985, 734029
329183, 1436444
2538529, 1028230
3031244, 1777296
1047651, 832314
4000949, 5710332
4417496, 3953586
4562543, 3500784
4054277, 4925266
872932, 5383402
1135214, 75515
186472, 5675398
1013916, 4472572
5285031, 3238227
2475073, 3953586
990622, 5279029
3103891, 1638423
4781763, 4733534
2525616, 4324889
2561196, 3359394
5412616, 2949628
3149306, 705256
1283434, 4084387
1675695, 4677012
5452326, 29421
1817922, 4677012
3648522, 3987929
4107103, 825453
96705, 2169039
5080041, 2810836
932651, 3094509
754676, 2623537
128047, 2792054
2435395, 3924244
786234, 5710332
792333, 3936589
5701555, 734029
5446412, 75515
2237964, 1466341
2753789, 2273461
3082257, 1436444
1099203, 390956
2560401, 4925266
5798744, 4733534
5679046, 2268574
4437770, 2493431
3464614, 3133011
3494416, 3014119
500926, 2810836
5154490, 1006136
2468099, 5746867
2635761, 1452853
4948078, 3311388
1073953, 1006136
131728, 417287
3831255, 2136965
893298, 4669421
159118, 4141017
2697, 99625
5508991, 832314
2325859, 2420092
1926521, 734029
626666, 2273461
4042688, 3778554
5406706, 2630646
226391, 2363593
4629367, 5685342
4842788, 3898449
1049950, 1085516
651255, 512966
3901072, 1800995
4447110, 4885836
3105323, 1436444
5726061, 734029
4088498, 2273461
4131244, 4583136
4721382, 4837451
4839186, 3802684
3442093, 3328902
931212, 245574
2876420, 1436444
4459595, 1028230
1273000, 2630646
1894538, 5710332
1273532, 5675398
1228955, 175994
4241008, 3654581
980318, 2273461
2778635, 435521
3318746, 2994305
3629054, 210339
4561327, 3523384
5112439, 4019106
994893, 3458041
20238, 571392
830005, 5345993
2810221, 2742580
3095286, 427712
4527890, 4583136
1290464, 2169039
1663589, 5279029
249624, 3056027
572779, 3362496
613153, 2810836
695218, 5483956
5060940, 4472572
543497, 668507
1150895, 1451766
1130752, 4733534
3168543, 779535
2895844, 2810836
3794355, 825453
254831, 3959335
985010, 2273461
5407927, 5675398
2086331, 4141017
3128581, 2273461
2091717, 1814172
2478710, 3696694
1968210, 2630646
3665982, 2273461
2913018, 4221738
3692437, 4583136
116739, 1925460
3797477, 3959335
5604974, 4669421
1728211, 5279029
2565124, 4583136
1326605, 4677012
3521015, 4925266
680469, 3362496
3257848, 29421
2521912, 3453731
1780674, 1979347
5411570, 5237642
1552478, 1750004
4182889, 4583136
851784, 2592705
2882113, 4669421
1198639, 4669421
554021, 3069122
2237673, 2771854
1853088, 2169039
4096676, 3362496
4870533, 175994
3261653, 4669421
1677337, 1028230
4214141, 2810836
4515329, 5712202
5470615, 175994
3858954, 1885080
653455, 832314
4948246, 2146783
3261475, 2300354
4984676, 4674587
1795383, 1156978
2917388, 3959335
196387, 2273461
299539, 3530783
3905500, 3069381
3713714, 3359394
2780861, 3362496
5111814, 5023584
3638177, 3362496
2827148, 4141257
3793306, 3012296
1917924, 1335824
4037412, 4669421
3498975, 2630646
4752659, 1436444
1584394, 5075201
2809441, 1999822
4427829, 4733534
1204068, 1335824
2017358, 2461513
4327133, 1006136
607621, 2273461
3577102, 1141741
276131, 4785280
5789427, 2592705
2956125, 1436444
1227065, 4472572
4298815, 5279029
5290193, 1436444
3398883, 2684149
4451327, 3654581
197582, 55233
974094, 2592705
2908156, 825453
1626638, 734029
5326909, 5179782
956860, 2810836
4415538, 1335824
5754943, 4677012
2194207, 4674587
3391793, 734029
4811466, 1129684
1416959, 345738
2842005, 4628547
2723609, 4324889
840339, 4788802
4147287, 5279029
1131779, 3959335
3471039, 435521
3285439, 2684149
3447996, 2168748
1759659, 1979347
920711, 825453
2390627, 1755214
3248860, 427712
5044027, 427712
4571540, 3309802
3176777, 3953586
3322739, 2994305
555448, 1755214
3469890, 4837451
3713338, 2810836
3276829, 2810836
586055, 2300354
1945736, 4141017
241446, 1436444
3199492, 825453
4308986, 2273464
5132137, 1141741
5452733, 2008921
1810456, 3012296
454027, 3458041
1206468, 1335824
3635382, 4084387
3301441, 5258116
2624361, 3094509
5381992, 4669421
4338543, 5402672
1568880, 3959335
2003790, 3362496
4710112, 417287
2266369, 4644648
3677851, 29421
834551, 390956
3431879, 3898449
2546548, 4455369
2276912, 1006136
37358, 825453
1907657, 3802684
4929425, 5402192
5295204, 1817826
5231247, 2810836
4582198, 4084387
1385775, 2684149
3146810, 734029
708152, 2592705
5661860, 3362496
4563030, 4199162
4413428, 512966
1152701, 451685
1755639, 2605741
1278674, 3362496
3573976, 5258116
61027, 4373232
1734599, 5710332
1422892, 832314
3132594, 29421
5627108, 417287
2016520, 4583136
1882320, 4690844
2974831, 3530783
4259997, 3311388
771097, 2810836
4389697, 2500078
90433, 175994
637670, 2273461
1644061, 3362496
5640400, 2500078
2941846, 2949628
3879607, 4360571
4163962, 75515
806334, 4221738
3717598, 2461513
3903785, 417287
1459549, 55233
3437935, 4669421
2084266, 4674587
3926008, 2461513
5195643, 5675398
3302114, 734029
1979099, 3238227
1800824, 4583136
5716755, 3583993
2199681, 4713249
458355, 3953586
1267047, 4141017
2364999, 1541
4161097, 2592705
3648152, 734029
3041216, 5514812
2881654, 4583136
5324372, 2273461
1657639, 2684149
4861645, 435521
352207, 4141017
5625470, 4275686
1428930, 2518035
3644944, 5478094
997993, 98085
5019474, 4324889
2332687, 871962
1127970, 1721771
2539758, 3953586
4392223, 1814767
4815438, 2592705
2730087, 750643
1632667, 3959335
5183088, 3959335
4729, 417287
2079355, 2273461
2031316, 3953586
3903052, 2514750
1898790, 5360669
2294491, 4141257
2135169, 4837451
1653723, 3696694
3296393, 4141017
3776277, 3665375
5148367, 427712
3301495, 3530783
5412031, 825453
880778, 5738219
4491502, 3846627
5581931, 4276674
2208499, 3435364
1204008, 3953586
2922925, 29421
1547770, 734029
2424463, 2555563
4806104, 2300354
484158, 4674587
5485978, 4057495
3671845, 5402192
2299794, 825453
2912526, 757832
5703114, 1777792
5033127, 3780230
4114981, 4141017
2363309, 1777296
3173474, 3527956
3975835, 5543699
3894524, 734029
3124346, 2273461
3314946, 2994305
2238591, 4669421
3942468, 5710332
3856760, 5514812
1908446, 3898449
2670, 3898449
4056746, 4044982
3650495, 1436444
2916980, 1335824
3260462, 4644648
705074, 245574
5668558, 1885080
2771571, 2810836
560503, 2592705
5057696, 2592705
4788488, 512966
3609529, 4644648
79223, 4919502
4261617, 5710332
689143, 4321337
745936, 5675398
1187235, 4583136
2477215, 5483956
5540690, 4998896
1727629, 58454
4055417, 2247480
3076766, 427712
13483, 1755214
2743381, 4276674
4968875, 2285148
3651514, 734029
1520450, 3959335
4114701, 2994305
1671676, 1141741
4488134, 2273461
5182681, 4106866
2151598, 4496893
3697844, 734029
3896747, 55233
739354, 1060341
4129604, 4733534
1430193, 2934052
3831797, 2684149
3255212, 2146783
5507918, 1466341
2784722, 734029
1116252, 4669421
1173902, 3959335
2508181, 3548075
1340180, 2273461
4305125, 4669421
2706793, 2949628
4152310, 5685342
3161126, 1436444
163942, 1466341
4367627, 1006136
3053, 4583136
1957346, 5279029
1583687, 734029
2488403, 1141741
578721, 1436444
1926376, 29421
1002355, 4141017
4060846, 1006136
5742108, 1141741
4725673, 2872555
4631944, 3117548
4116393, 5710332
640177, 1006136
3541012, 5478094
4639320, 1755214
447849, 29421
3965813, 1156978
124238, 4271841
1163259, 734029
1015332, 2810836
3699237, 5626128
918092, 1028230
4354274, 5675398
2057268, 2994305
3036466, 2300354
3080762, 5345993
5754870, 3056027
1845910, 2273461
1101617, 4677012
275808, 2125799
4969027, 2273461
676592, 1466341
4052262, 4669421
3414240, 4324889
2705817, 2273461
678095, 5402192
2253473, 4141017
1079990, 5483956
4988173, 1141741
2131489, 1335824
1522166, 75515
3259789, 2963218
2100468, 2011932
3610523, 5511002
4419542, 4141017
4730721, 1885080
5186093, 3936589
5014381, 1755214
4309954, 571392
2891775, 1451766
1592249, 4837451
4614592, 3362496
207606, 1006136
2648784, 390956
1062577, 3898449
534423, 4583136
3977837, 3936589
241339, 3500784
2409552, 4141017
2929038, 4106866
4770825, 4733534
6622, 3309802
1758083, 435521
1136930, 1436444
5699312, 3094509
5095983, 604096
3749025, 2500078
3587623, 1436444
2443678, 2518035
62456, 1620021
3499614, 2146783
2310895, 390956
2002711, 5162350
4591687, 1335824
3800329, 5023584
986776, 2810836
3179539, 4106866
2880430, 734029
5226686, 4305807
5424324, 2273461
5092657, 345738
188801, 1750004
3028618, 2461513
529484, 4674587
2260654, 3953586
5532187, 2250778
1223661, 734029
5182267, 4208049
207181, 390956
3387111, 3665375
4255356, 427712
1503451, 734029
5350642, 4263169
2544166, 4275686
836290, 4153512
5203447, 4975049
3542448, 734029
1032777, 5626128
1850910, 2518035
3130423, 2300354
1604035, 2911001
2341030, 435521
1690290, 5279029
1116836, 1638423
139671, 427712
4271007, 740634
173709, 390956
4983642, 2592705
4509088, 2633205
4890008, 2592705
3452748, 2273461
5614069, 1436444
2224354, 5279029
306608, 29421
4392853, 5258116
4058654, 2810836
4155662, 4583136
1090729, 756362
2935914, 2810836
1100640, 2273461
4368172, 2461513
3838969, 3069122
1353331, 4153512
4094642, 4373232
1134484, 4084387
4922048, 4583136
1891849, 2994305
5260517, 4975049
3788725, 4733534
3934974, 4885836
3658220, 5279029
2133058, 4759779
774406, 1712145
3213491, 2273461
4997392, 5478094
1870542, 4644648
5578262, 2273461
4231065, 2963218
332435, 3530783
4604991, 3328902
236457, 1712145
1061172, 2630646
5693069, 1028230
646766, 29421
3442931, 345738
949298, 2973197
5027459, 3359394
5306053, 3898449
5679423, 2208857
3738747, 4733534
1592239, 3959335
3367589, 5791878
1657142, 5543699
5062571, 1335824
2859947, 1692207
47743, 1777792
3836256, 2630646
1342030, 4628547
69801, 4324889
5185480, 390956
4764835, 1173344
2117599, 4044982
330812, 5360669
1144704, 734029
3456641, 3530783
1838763, 2684149
3458619, 3111434
4196719, 5666738
208714, 734029
1431463, 175994
2984701, 2630646
1734815, 734029
1815988, 1141741
1291392, 756362
70608, 3583993
2304656, 2273461
4931162, 4975049
5460459, 3959335
3414326, 3665375
2322771, 4073839
1146575, 2273461
1161057, 3953586
12681, 2810836
2420047, 2250778
3114106, 2810836
3946693, 4057495
3873815, 4084387
2299017, 4106866
2241120, 734029
3270402, 245574
750469, 4141017
3402984, 2273461
1392751, 3959335
5706789, 2273461
303226, 2592705
1027778, 734029
5037354, 2285148
4810069, 417287
2704745, 2985595
958034, 1436444
2825893, 2555563
1624381, 245574
5728596, 5287162
2375469, 2955513
5327985, 4669421
4480731, 5078897
1660786, 5279029
1391042, 5279029
1105555, 5478094
3319970, 2630646
1720626, 5078897
1589965, 2592705
859936, 3500784
2765161, 668507
5062439, 1755214
844775, 5383402
2521691, 3012296
1549098, 734029
2302645, 2630646
3080021, 1742405
4240023, 3069381
5097749, 4669421
1904647, 4106866
4829472, 5360669
2337406, 3523384
5291231, 5184279
3795391, 3780230
4589734, 1777792
2459867, 3012296
3204524, 417287
3269582, 5279029
486892, 1436444
4207630, 2300354
5564255, 4669421
288654, 734029
5533981, 734029
4282858, 1466341
539019, 3987929
4749375, 417287
2581745, 5402192
2647528, 5319832
2847951, 734029
3036674, 2095800
324760, 4669421
5466082, 734029
2870250, 1060341
2840250, 1541
1237578, 5279029
3738859, 4141017
2129418, 5360669
4481897, 4276674
3485578, 4324889
3339735, 4271841
4837857, 55233
1267539, 2095800
961058, 825453
4496357, 4837451
24354, 175994
718917, 3530783
976665, 3530783
4446893, 2300354
426087, 5023584
4065021, 4733534
5219697, 734029
778572, 4733534
4669935, 2146783
193376, 1436444
4233480, 2742580
853139, 2684149
2354853, 2273461
5628549, 2095800
4833826, 4141017
3266342, 734029
5229244, 5402192
5277033, 1006136
933939, 4446640
4470206, 4106866
1546834, 5023584
5510266, 3359394
844225, 4455369
3975054, 1777792
394646, 4141017
5294832, 4324889
4711320, 4496893
5808912, 29421
1239926, 2994305
2262787, 5514812
2234960, 481362
4283992, 5179782
3321416, 4925266
765102, 2273461
4167978, 2949628
5049673, 4675072
4261467, 3846627
2557074, 345738
1159562, 4644648
4756950, 553522
4828696, 1028230
5647074, 390956
3361995, 4106866
5026875, 5279029
4984646, 3953586
3575839, 3898449
3019188, 547410
5257013, 4644648
1108604, 3898449
615403, 3898449
305886, 2630646
911379, 2684149
4869603, 4733534
3145910, 4925266
3485584, 4057495
1329244, 4106866
1715594, 2360846
2183246, 427712
3108551, 390956
5011173, 5478094
990497, 571052
1674463, 2191142
1120536, 2592705
1857194, 3458041
2259526, 3959335
4574319, 4373232
1905983, 4856925
4740150, 3924244
3946682, 1006136
5074296, 99625
528501, 5469865
4883759, 3802684
2798027, 2623537
99721, 734029
1395160, 3620560
3086491, 5279029
1663111, 3069381
1343628, 734029
4102991, 3846627
4136367, 5543699
3679099, 390956
3559284, 4446640
2646172, 2273461
1582557, 3959335
808585, 4141017
5228410, 4084387
3115795, 2684149
1858179, 5675398
1223530, 2592705
4976158, 3069381
2395152, 4975049
502321, 1638423
5042588, 571052
2813082, 3644995
1025817, 5287162
3022186, 604096
2604922, 571392
5227345, 4583136
3904601, 4324889
1616586, 4675072
760667, 4057495
1071327, 29421
4793777, 1335824
3402160, 4446640
5721887, 2994305
1623563, 390956
5166128, 4141017
4522517, 5279029
4494634, 4583136
4843245, 1721771
4369946, 1141741
1720090, 4733534
20386, 734029
2359197, 2461513
4258486, 3898449
561504, 3464203
1730876, 4837451
828081, 3959335
3785650, 5279029
4672630, 4733534
560127, 3959335
4754596, 1777792
236709, 2441510
2265085, 165785
3618302, 2141805
2978022, 1451766
2879994, 832314
2934833, 1723416
2422015, 3583993
972143, 1335824
4770780, 4674587
5588237, 2273461
5002702, 4837451
4729711, 5478094
854879, 2630646
506251, 4674587
2003642, 1777792
5773324, 2605741
4633191, 227968
5636357, 5196405
5611085, 5675398
268968, 4141017
661691, 4019106
2013051, 1436444
2799225, 825453
1258078, 4119277
1831415, 4141017
1647294, 734029
293532, 3343480
2855710, 1777792
4726415, 4324889
667605, 604096
578788, 1346399
2800397, 2095800
1332029, 4669421
1233686, 2146783
3347885, 1723416
5241246, 2268574
4237609, 5279029
3141515, 3953586
4362554, 3959335
5390575, 4255749
2438992, 58454
1840244, 1466341
1231437, 1999822
2535692, 435521
4395911, 5156672
3274374, 3248712
5481879, 3012296
4261079, 978968
4355660, 4975049
3312604, 4288714
2538927, 4609328
4529251, 2441510
5327027, 5675398
4977835, 2191142
4015467, 98085
210312, 734029
2435861, 4919502
1705491, 2273461
2179660, 734029
5267027, 2268574
2389596, 2810836
4255038, 1060341
5720770, 4119277
3227262, 1060341
85659, 5478094
2201804, 2273461
2436116, 4084387
4360299, 4305807
779399, 1755214
5293902, 175994
3366764, 3846627
4704664, 2300354
3758951, 3780230
5257932, 3069381
2768802, 1638423
4101753, 4249426
3921407, 5685342
3864496, 5710332
200566, 29421
1093745, 2250778
1620808, 734029
270615, 825453
3791609, 4644648
847875, 2934052
2932838, 2169039
1869641, 175994
968259, 2273461
195497, 1436444
2991260, 2810836
4052657, 4690844
1142416, 165785
3627548, 2872555
2651488, 2520991
2151863, 1770460
3925174, 4733534
3994551, 4583136
959408, 1777792
5436736, 5360669
2854397, 3898449
2960519, 734029
1674174, 4141017
450765, 2985595
2650742, 5360669
